ente_federativo;nome_pdf_pk;perc_cotas_negras;perc_cotas_indigenas;perc_cotas_pcd;vagas_totais;valor_total;is_novo;tipo_ente
TOCANTINS;TOCANTINS_Edital_de_Subsídio_a_Espaços_Culturais_1.pdf;0.25;0.1;0.05;50;4000000.0;False;ESTADO
TOCANTINS;TOCANTINS_Edital_Premiação_-_Pontos_e_Pontões_PNCV_1.pdf;0.25;0.1;0.05;35;1230000.0;False;ESTADO
TOCANTINS;TOCANTINS_Edital_TCC_-_Pontos_PNCV_1.pdf;0.25;0.1;0.05;6;780000.0;False;ESTADO
TOCANTINS;TOCANTINS_Edital_TCC_-_Pontões_PNCV_1.pdf;;;;1;360000.0;False;ESTADO
TOCANTINS;TOCATINS_FOMENTO_33.pdf;0.25;;0.05;70;1125000.0;False;ESTADO
AMAZONAS;2025-01_AMAZONAS_FOMENTO.pdf;0.25;0.25;0.05;18;930000.0;True;ESTADO
AMAZONAS;2025-02_AMAZONAS_SUBSÍDIO.pdf;0.24;0.24;0.12;25;3000000.0;True;ESTADO
AMAZONAS;2025-03_AMAZONAS_CULTURAVIVA.pdf;0.25;0.25;0.03;28;150000.0;True;ESTADO
AMAZONAS;2025-04_AMAZONAS_CULTURAVIVA.pdf;0.28;0.28;0.07;14;420000.0;True;ESTADO
AMAZONAS;2025-05_AMAZONAS_CULTURAVIVA.pdf;0.0;0.5;0.0;2;384988.4;True;ESTADO
AMAZONAS;2025-06_AMAZONAS_FOMENTO.pdf;0.25;0.25;0.05;40;1400000.0;True;ESTADO
RONDÔNIA;2025-03_RO_CULTURAVIVA.pdf;0.16;0.03;0.03;30;3060000.0;True;ESTADO
RONDÔNIA;2025-04_RO_CULTURAVIVA.pdf;0.2;0.05;0.05;40;1200000.0;True;ESTADO
RONDÔNIA;2025-05_RO_PRÊMIO.pdf;0.26;0.1;0.04;50;500000.0;True;ESTADO
RONDÔNIA;2025-08_RO_PRÊMIO.pdf;0.25;0.1;0.05;40;1100000.0;True;ESTADO
